 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-21-15-02-138657-41190146127f-1
trials-all-1  | [coordinator-2] [INFO] [1698527718.693762655] [coordinator]: Planing
trials-all-1  | [coordinator-2] [INFO] [1698527718.706200562] [coordinator]: Creating plan for: robot1, nurse1, arm1 
trials-all-1  | [planner-5] [INFO] [1698527718.720337455] [planner]: Receiving sync message. need_plan,robot1,nurse1,arm1
trials-all-1  | [planner-5] [INFO] [1698527718.731715369] [planner]: Creating plan for: robot1 robot1 nurse1
trials-all-1  | [planner-5] [INFO] [1698527718.760103155] [planner]: a_navto,robot1,Room1
trials-all-1  | [planner-5] [INFO] [1698527718.780940998] [planner]: a_approach_nurse,robot1
trials-all-1  | [planner-5] [INFO] [1698527718.793688902] [planner]: a_authenticate_nurse,robot1,nurse1
trials-all-1  | [planner-5] [INFO] [1698527718.816575730] [planner]: a_open_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698527718.830751623] [planner]: a_deposit,nurse1,robot1
trials-all-1  | [planner-5] [INFO] [1698527718.841998538] [planner]: a_close_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698527718.864405369] [planner]: a_navto,robot1,Room3
trials-all-1  | [planner-5] [INFO] [1698527718.875011289] [planner]: a_approach_arm,robot1,arm1
trials-all-1  | [planner-5] [INFO] [1698527718.896773125] [planner]: a_open_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698527718.906509052] [planner]: a_pick_up_sample,arm1,robot1
trials-all-1  | [planner-5] [INFO] [1698527718.916465976] [planner]: a_close_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698527718.937155821] [planner]: Sending response
trials-all-1  | [coordinator-2] [INFO] [1698527718.953819695] [coordinator]: Plan received for: robot1, nurse1, arm1 
trials-all-1  | [coordinator-2] [INFO] [1698527718.963758620] [coordinator]: a_navto,robot1,Room1/a_approach_nurse,robot1/a_authenticate_nurse,robot1,nurse1/a_open_drawer,robot1/a_deposit,nurse1,robot1/a_close_drawer,robot1/a_navto,robot1,Room3/a_approach_arm,robot1,arm1/a_open_drawer,robot1/a_pick_up_sample,arm1,robot1/a_close_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527718.982252481] [coordinator]: a_navto,robot1,Room1
trials-all-1  | [coordinator-2] [INFO] [1698527718.988657432] [coordinator]: a_approach_nurse,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527719.005585304] [coordinator]: a_authenticate_nurse,robot1,nurse1
trials-all-1  | [coordinator-2] [INFO] [1698527719.011347259] [coordinator]: a_open_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527719.021598180] [coordinator]: a_deposit,nurse1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527719.030887109] [coordinator]: a_close_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527719.040050038] [coordinator]: a_navto,robot1,Room3
trials-all-1  | [coordinator-2] [INFO] [1698527719.049660964] [coordinator]: a_approach_arm,robot1,arm1
trials-all-1  | [coordinator-2] [INFO] [1698527719.059410889] [coordinator]: a_open_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527719.068940815] [coordinator]: a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527719.078372743] [coordinator]: a_close_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527719.087710671] [coordinator]: Sending plans
trials-all-1  | [nurse-4] [INFO] [1698527719.107274520] [nurse]: Receiving message.
trials-all-1  | [coordinator-2] [INFO] [1698527719.111040491] [coordinator]: Plans sent
trials-all-1  | [arm-1] [INFO] [1698527719.112970476] [arm]: Receiving message.
trials-all-1  | [arm-1] [INFO] [1698527719.117886438] [arm]: Arm's actions:
trials-all-1  | [arm-1] [INFO] [1698527719.126540371] [arm]: Action: a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698527719.132038329] [arm]: Doing a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698527719.128394357] [robot]: Receiving message.
trials-all-1  | [arm-1] [INFO] [1698527719.137245289] [arm]: a_approach_arm
trials-all-1  | [nurse-4] [INFO] [1698527719.144267234] [nurse]: Nurse's actions:
trials-all-1  | [environment-3] [INFO] [1698527719.147317211] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [robot-6] [INFO] [1698527719.149784192] [robot]: Robot's actions:
trials-all-1  | [nurse-4] [INFO] [1698527719.153268165] [nurse]: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698527719.160535109] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527719.165622070] [robot]: a_navto
trials-all-1  | [environment-3] [INFO] [1698527719.168873045] [environment]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698527719.169152043] [robot]: Action: a_navto
trials-all-1  | [nurse-4] [INFO] [1698527719.170342033] [nurse]: a_deposit
trials-all-1  | [environment-3] [INFO] [1698527719.175626993] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698527719.175642993] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698527719.189994882] [arm]: success
trials-all-1  | [arm-1] [INFO] [1698527719.195886836] [arm]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698527719.198102819] [robot]: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698527719.200302802] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698527719.210964720] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698527719.211365717] [environment]: Receiving message: a_navto,robot1,Room1
trials-all-1  | [robot-6] [INFO] [1698527719.214217695] [robot]: a_open_drawer
trials-all-1  | [arm-1] [INFO] [1698527719.221509639] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.223178626] [robot]: a_deposit
trials-all-1  | [robot-6] [INFO] [1698527719.229576577] [robot]: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698527719.235302533] [robot]: a_navto
trials-all-1  | [environment-3] [INFO] [1698527719.237551515] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698527719.239430501] [robot]: a_approach_arm
trials-all-1  | [environment-3] [INFO] [1698527719.243707468] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698527719.244897459] [robot]: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698527719.249762421] [robot]: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.257986358] [robot]: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698527719.266562292] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698527719.272260248] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527719.282830166] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527719.287350131] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698527719.301437023] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527719.299950034] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698527719.311782943] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527719.313093933] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527719.326756827] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698527719.328539814] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698527719.334359769] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527719.338348738] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698527719.342122709] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.345288685] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698527719.348222662] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.350480645] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527719.357190593] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [nurse-4] [INFO] [1698527719.362511552] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527719.367635512] [nurse]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698527719.373584466] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698527719.377568436] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527719.378673427] [coordinator]: plans_actions_current 1 of 11
trials-all-1  | [nurse-4] [INFO] [1698527719.379305422] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698527719.387638358] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527719.388792349] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527719.403998232] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698527719.407094208] [robot]: Action: a_approach_nurse
trials-all-1  | [arm-1] [INFO] [1698527719.411153177] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527719.417092131] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.415290145] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698527719.419369113] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698527719.424045077] [robot]: Doing a_approach_nurse
trials-all-1  | [robot-6] [INFO] [1698527719.442922932] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527719.446586904] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527719.431645019] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527719.438280968] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698527719.442898932] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698527719.446863901] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698527719.432382013] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698527719.440309952] [environment]: Receiving message: a_approach_nurse,robot1
trials-all-1  | [environment-3] [INFO] [1698527719.444236922] [environment]: Action: a_approach_nurse
trials-all-1  | [arm-1] [INFO] [1698527719.460276798] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527719.470957716] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527719.476600672] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698527719.485703602] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.488198583] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698527719.488762578] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698527719.501373481] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527719.507148437] [robot]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698527719.502086476] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527719.506132444] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698527719.514709378] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698527719.518639348] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698527719.520459334] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527719.529873261] [coordinator]: Receiving sync message: action_complete,a_approach_nurse
trials-all-1  | [robot-6] [INFO] [1698527719.530081260] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527719.537138205] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527719.553440080] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527719.555356065] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698527719.564397995] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527719.568715962] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [coordinator-2] [INFO] [1698527719.572683931] [coordinator]: plans_actions_current 2 of 11
trials-all-1  | [arm-1] [INFO] [1698527719.574611916] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.581904860] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527719.592028782] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527719.595805753] [nurse]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527719.592899775] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.598783730] [robot]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527719.604676685] [robot]: Doing a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698527719.605502678] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527719.613585616] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [nurse-4] [INFO] [1698527719.620182565] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527719.622045551] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527719.630420486] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527719.637355433] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527719.650780329] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527719.658713268] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527719.662706237] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527719.666452208] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.659821259] [robot]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527719.664552223] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527719.668282194] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [robot-6] [INFO] [1698527719.678911112] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698527719.690978019] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527719.693654999] [robot]: Authenticate nurse
trials-all-1  | [nurse-4] [INFO] [1698527719.705323909] [nurse]: success
trials-all-1  | [robot-6] [INFO] [1698527719.706571899] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698527719.711253863] [nurse]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698527719.714004842] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527719.723687767] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698527719.726412746] [robot]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527719.730474715] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527719.734268685] [robot]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698527719.728815727] [nurse]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698527719.734171686] [nurse]: Doing a_deposit
trials-all-1  | [arm-1] [INFO] [1698527719.737015664] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527719.742687621] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.752164547] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527719.762665466] [coordinator]: Receiving sync message: action_complete,a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527719.764360453] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527719.768836419] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527719.769662413] [coordinator]: action_complete
trials-all-1  | [nurse-4] [INFO] [1698527719.775316369] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698527719.783640305] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698527719.784398299] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698527719.793033232] [nurse]: Action: a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698527719.794976217] [coordinator]: plans_actions_current 3 of 11
trials-all-1  | [robot-6] [INFO] [1698527719.797491198] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527719.804935141] [nurse]: Doing a_deposit
trials-all-1  | [arm-1] [INFO] [1698527719.814642066] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698527719.821497013] [robot]: Action: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698527719.829546951] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [arm-1] [INFO] [1698527719.829765949] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527719.839738872] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527719.840524866] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.845323829] [robot]: Doing a_open_drawer
trials-all-1  | [nurse-4] [INFO] [1698527719.852808771] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527719.856975739] [nurse]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527719.854697757] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.856871740] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527719.861987701] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698527719.871512627] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527719.876036592] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527719.873465612] [nurse]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698527719.877876578] [nurse]: Doing a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698527719.878013577] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [coordinator-2] [INFO] [1698527719.884539527] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698527719.888234498] [coordinator]: plans_actions_current 4 of 11
trials-all-1  | [robot-6] [INFO] [1698527719.887866501] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698527719.891356474] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527719.888313498] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527719.891917470] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527719.897559426] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.918185267] [robot]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698527719.920341251] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527719.936490126] [nurse]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527719.933814147] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.938703109] [robot]: Doing a_deposit
trials-all-1  | [nurse-4] [INFO] [1698527719.944003068] [nurse]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698527719.948852031] [nurse]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698527719.945028060] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527719.948726032] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527719.964830908] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698527719.967061891] [robot]: wating for nurse1 to deposit in robot1
trials-all-1  | [arm-1] [INFO] [1698527719.980668786] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527719.985618747] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.984999752] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [arm-1] [INFO] [1698527719.989823715] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527719.993653686] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527719.997161658] [robot]: Action: a_deposit
trials-all-1  | [robot-6] [INFO] [1698527720.003084613] [robot]: Deposit
trials-all-1  | [robot-6] [INFO] [1698527720.009136565] [robot]: Doing a_deposit
trials-all-1  | [nurse-4] [INFO] [1698527720.017337501] [nurse]: success
trials-all-1  | [robot-6] [INFO] [1698527720.017377500] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527720.020714474] [robot]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698527720.023049456] [nurse]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698527720.026256430] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527720.035805355] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527720.040958314] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527720.046776269] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527720.050713238] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527720.036922346] [coordinator]: Receiving sync message: action_complete,a_deposit
trials-all-1  | [robot-6] [INFO] [1698527720.058127179] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527720.061178155] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698527720.065435121] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527720.065966117] [coordinator]: plans_actions_current 5 of 11
trials-all-1  | [arm-1] [INFO] [1698527720.083385980] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698527720.083555979] [robot]: Action: a_close_drawer
trials-all-1  | [arm-1] [INFO] [1698527720.090349925] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527720.094585892] [robot]: Doing a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698527720.103792819] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698527720.103967818] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527720.115319728] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527720.113591742] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698527720.130938605] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527720.131433601] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698527720.139744536] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527720.150565451] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527720.154708418] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527720.166596324] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527720.175307256] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527720.180241217] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698527720.191870125] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527720.195547096] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527720.196727087] [coordinator]: plans_actions_current 6 of 11
trials-all-1  | [arm-1] [INFO] [1698527720.209892983] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527720.214002951] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527720.217980919] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527720.214098950] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698527720.217980919] [robot]: Doing a_navto
