 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-21-05-51-642139-03696c4521ff-1
trials-all-1  | [nurse-4] [INFO] [1698527167.430211285] [nurse]: Request response:Okay!
trials-all-1  | [coordinator-2] [INFO] [1698527167.444428341] [coordinator]: Creating plan for: robot1, nurse1, arm1 
trials-all-1  | [planner-5] [INFO] [1698527167.457449392] [planner]: Receiving sync message. need_plan,robot1,nurse1,arm1
trials-all-1  | [planner-5] [INFO] [1698527167.462547412] [planner]: Creating plan for: robot1 robot1 nurse1
trials-all-1  | [planner-5] [INFO] [1698527167.482603491] [planner]: a_navto,robot1,Room1
trials-all-1  | [planner-5] [INFO] [1698527167.500459561] [planner]: a_approach_nurse,robot1
trials-all-1  | [planner-5] [INFO] [1698527167.508862593] [planner]: a_authenticate_nurse,robot1,nurse1
trials-all-1  | [planner-5] [INFO] [1698527167.517050626] [planner]: a_open_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698527167.524496655] [planner]: a_deposit,nurse1,robot1
trials-all-1  | [planner-5] [INFO] [1698527167.531956684] [planner]: a_close_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698527167.540155716] [planner]: a_navto,robot1,Room3
trials-all-1  | [planner-5] [INFO] [1698527167.548698749] [planner]: a_approach_arm,robot1,arm1
trials-all-1  | [planner-5] [INFO] [1698527167.556558780] [planner]: a_open_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698527167.560255795] [planner]: a_pick_up_sample,arm1,robot1
trials-all-1  | [planner-5] [INFO] [1698527167.564642812] [planner]: a_close_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698527167.576828860] [planner]: Sending response
trials-all-1  | [coordinator-2] [INFO] [1698527167.588296905] [coordinator]: Plan received for: robot1, nurse1, arm1 
trials-all-1  | [coordinator-2] [INFO] [1698527167.591929919] [coordinator]: a_navto,robot1,Room1/a_approach_nurse,robot1/a_authenticate_nurse,robot1,nurse1/a_open_drawer,robot1/a_deposit,nurse1,robot1/a_close_drawer,robot1/a_navto,robot1,Room3/a_approach_arm,robot1,arm1/a_open_drawer,robot1/a_pick_up_sample,arm1,robot1/a_close_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527167.608401983] [coordinator]: a_navto,robot1,Room1
trials-all-1  | [coordinator-2] [INFO] [1698527167.630005068] [coordinator]: a_approach_nurse,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527167.639075103] [coordinator]: a_authenticate_nurse,robot1,nurse1
trials-all-1  | [coordinator-2] [INFO] [1698527167.647834138] [coordinator]: a_open_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527167.668520219] [coordinator]: a_deposit,nurse1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527167.677405254] [coordinator]: a_close_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527167.685714286] [coordinator]: a_navto,robot1,Room3
trials-all-1  | [coordinator-2] [INFO] [1698527167.704628360] [coordinator]: a_approach_arm,robot1,arm1
trials-all-1  | [coordinator-2] [INFO] [1698527167.712417391] [coordinator]: a_open_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527167.721495426] [coordinator]: a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527167.730294461] [coordinator]: a_close_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527167.739533497] [coordinator]: Sending plans
trials-all-1  | [coordinator-2] [INFO] [1698527167.752546548] [coordinator]: Plans sent
trials-all-1  | [nurse-4] [INFO] [1698527167.759525575] [nurse]: Receiving message.
trials-all-1  | [robot-6] [INFO] [1698527167.767081605] [robot]: Receiving message.
trials-all-1  | [nurse-4] [INFO] [1698527167.776144640] [nurse]: Nurse's actions:
trials-all-1  | [robot-6] [INFO] [1698527167.781779662] [robot]: Robot's actions:
trials-all-1  | [robot-6] [INFO] [1698527167.786434681] [robot]: a_navto
trials-all-1  | [arm-1] [INFO] [1698527167.786487681] [arm]: Receiving message.
trials-all-1  | [nurse-4] [INFO] [1698527167.792425704] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698527167.795941718] [nurse]: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698527167.793825709] [arm]: Arm's actions:
trials-all-1  | [arm-1] [INFO] [1698527167.797886725] [arm]: a_approach_arm
trials-all-1  | [nurse-4] [INFO] [1698527167.802123742] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527167.802665744] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698527167.807500763] [arm]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698527167.811834780] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698527167.814926792] [arm]: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527167.825502834] [robot]: a_approach_nurse
trials-all-1  | [robot-6] [INFO] [1698527167.830510853] [robot]: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698527167.834799870] [robot]: a_deposit
trials-all-1  | [arm-1] [INFO] [1698527167.827956843] [arm]: Doing a_approach_arm
trials-all-1  | [environment-3] [INFO] [1698527167.829575849] [environment]: Receiving message: a_navto,robot1,Room1
trials-all-1  | [robot-6] [INFO] [1698527167.839428888] [robot]: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698527167.843706905] [robot]: a_navto
trials-all-1  | [robot-6] [INFO] [1698527167.848671924] [robot]: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698527167.853018941] [robot]: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698527167.857745960] [robot]: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698527167.853135942] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698527167.862428978] [robot]: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698527167.870486010] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698527167.875119028] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698527167.879222044] [environment]: Responding
trials-all-1  | [nurse-4] [INFO] [1698527167.885825070] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527167.890793089] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527167.890339087] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527167.894659104] [robot]: Action result: True
trials-all-1  | [coordinator-2] [INFO] [1698527167.902306134] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [environment-3] [INFO] [1698527167.908986160] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [coordinator-2] [INFO] [1698527167.911000168] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698527167.915690187] [coordinator]: plans_actions_current 1 of 11
trials-all-1  | [nurse-4] [INFO] [1698527167.918585198] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [environment-3] [INFO] [1698527167.931020247] [environment]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698527167.933264256] [robot]: Action: a_approach_nurse
trials-all-1  | [robot-6] [INFO] [1698527167.937569272] [robot]: Doing a_approach_nurse
trials-all-1  | [nurse-4] [INFO] [1698527167.944188298] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527167.950238322] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [environment-3] [INFO] [1698527167.954174337] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698527167.958925356] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527167.962643371] [arm]: success
trials-all-1  | [arm-1] [INFO] [1698527167.973549413] [arm]: Action result: True
trials-all-1  | [environment-3] [INFO] [1698527167.974677418] [environment]: Receiving message: a_approach_nurse,robot1
trials-all-1  | [environment-3] [INFO] [1698527167.978727434] [environment]: Action: a_approach_nurse
trials-all-1  | [arm-1] [INFO] [1698527167.979440436] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698527167.982669449] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527167.987480468] [nurse]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527167.992074486] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698527167.996676504] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527167.998653512] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527168.003011529] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698527168.007708546] [environment]: Responding
trials-all-1  | [nurse-4] [INFO] [1698527168.006545542] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698527168.022008599] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698527168.022307600] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698527168.025937614] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527168.033303641] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527168.037925658] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527168.038958662] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698527168.050154704] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527168.054123718] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527168.060834743] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527168.064316756] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527168.071532783] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698527168.076130800] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698527168.076828803] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527168.085286834] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527168.085455835] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527168.092477861] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698527168.094178867] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527168.101069893] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [coordinator-2] [INFO] [1698527168.107009915] [coordinator]: Receiving sync message: action_complete,a_approach_nurse
trials-all-1  | [arm-1] [INFO] [1698527168.112127934] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527168.112714936] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698527168.116092948] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527168.125671984] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698527168.127188990] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698527168.131487005] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527168.139374035] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527168.148842070] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527168.150245075] [coordinator]: plans_actions_current 2 of 11
trials-all-1  | [arm-1] [INFO] [1698527168.155150093] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527168.161113115] [robot]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698527168.161549117] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527168.165204131] [robot]: Doing a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698527168.165448131] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698527168.169533147] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698527168.169932148] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527168.182962196] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [robot-6] [INFO] [1698527168.193579236] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527168.201630266] [robot]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527168.206220283] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527168.211011301] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527168.220490336] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [robot-6] [INFO] [1698527168.227638362] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527168.233952386] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698527168.237426399] [robot]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527168.244496425] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527168.252218453] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [arm-1] [INFO] [1698527168.246865434] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527168.253665459] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527168.258040475] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527168.267032508] [robot]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698527168.272525529] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527168.273809534] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698527168.277607548] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698527168.277239546] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527168.282797567] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [robot-6] [INFO] [1698527168.290451595] [robot]: Authenticate nurse
trials-all-1  | [robot-6] [INFO] [1698527168.297532622] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698527168.313209680] [nurse]: success
trials-all-1  | [nurse-4] [INFO] [1698527168.318965701] [nurse]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698527168.322008712] [robot]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698527168.322929716] [nurse]: Action: a_deposit
trials-all-1  | [robot-6] [INFO] [1698527168.327896734] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698527168.333238754] [robot]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698527168.338760775] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698527168.340681782] [robot]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698527168.343319791] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527168.351391821] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698527168.357199843] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698527168.358856849] [nurse]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698527168.365654874] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698527168.369713889] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527168.369286888] [coordinator]: Receiving sync message: action_complete,a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698527168.369595889] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527168.377605919] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698527168.386309951] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527168.391279969] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527168.396596989] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527168.400995005] [nurse]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527168.405107021] [arm]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527168.405602022] [nurse]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698527168.413364051] [nurse]: Doing a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698527168.420483078] [coordinator]: plans_actions_current 3 of 11
trials-all-1  | [robot-6] [INFO] [1698527168.420620078] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698527168.425184095] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527168.440761153] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527168.445458170] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698527168.449187184] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527168.453540200] [nurse]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527168.458251218] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527168.460766227] [robot]: Action: a_open_drawer
trials-all-1  | [nurse-4] [INFO] [1698527168.466366248] [nurse]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698527168.470708264] [nurse]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698527168.476002284] [robot]: Doing a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698527168.480450300] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527168.486766324] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527168.491954343] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698527168.497601364] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698527168.504214388] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527168.510191411] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698527168.514628427] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [arm-1] [INFO] [1698527168.514701427] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527168.521557453] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698527168.525910469] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527168.533063495] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698527168.534288500] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698527168.537790513] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698527168.541631527] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527168.541613527] [coordinator]: plans_actions_current 4 of 11
trials-all-1  | [nurse-4] [INFO] [1698527168.544298537] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527168.545829543] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527168.555912580] [arm]: not ready
trials-all-1  | [nurse-4] [INFO] [1698527168.561901602] [nurse]: Action: a_deposit
trials-all-1  | [arm-1] [INFO] [1698527168.562674605] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527168.573233644] [robot]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698527168.576629657] [nurse]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698527168.578471664] [robot]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698527168.583139681] [robot]: wating for nurse1 to deposit in robot1
trials-all-1  | [robot-6] [INFO] [1698527168.590374708] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [arm-1] [INFO] [1698527168.592084714] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527168.597256734] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527168.601874751] [robot]: Deposit
trials-all-1  | [robot-6] [INFO] [1698527168.610626783] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698527168.615023799] [robot]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698527168.614111796] [nurse]: success
trials-all-1  | [nurse-4] [INFO] [1698527168.617890810] [nurse]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698527168.618528812] [robot]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698527168.625594839] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527168.630261856] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527168.639786891] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527168.644441909] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527168.648480924] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527168.653796943] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698527168.661382971] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527168.668220997] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698527168.668747999] [coordinator]: Receiving sync message: action_complete,a_deposit
trials-all-1  | [robot-6] [INFO] [1698527168.672936014] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527168.680650043] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698527168.683532054] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527168.687132067] [coordinator]: plans_actions_current 5 of 11
trials-all-1  | [robot-6] [INFO] [1698527168.696747103] [robot]: Action: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698527168.700745118] [robot]: Doing a_close_drawer
trials-all-1  | [arm-1] [INFO] [1698527168.697192104] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527168.701024119] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527168.704699132] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698527168.706372138] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698527168.710859155] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698527168.719060185] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527168.724188204] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698527168.732584236] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [coordinator-2] [INFO] [1698527168.736568250] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698527168.735875248] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698527168.739991263] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527168.743562276] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527168.754206316] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698527168.754425317] [coordinator]: plans_actions_current 6 of 11
trials-all-1  | [robot-6] [INFO] [1698527168.764251353] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698527168.772865385] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698527168.776702399] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698527168.785408432] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698527168.792053456] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698527168.797543477] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698527168.802672496] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698527168.806923511] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698527168.808237516] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698527168.812009530] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698527168.815600544] [environment]: Responding
