 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-23-43-57-351502-6410548de23c-1
trials-all-1  | [nurse-4] [INFO] [1698536653.214309712] [nurse]: Request response:Okay!
trials-all-1  | [coordinator-2] [INFO] [1698536653.217997757] [coordinator]: Creating plan for: robot1, nurse1, arm1 
trials-all-1  | [planner-5] [INFO] [1698536653.227959878] [planner]: Receiving sync message. need_plan,robot1,nurse1,arm1
trials-all-1  | [planner-5] [INFO] [1698536653.244547079] [planner]: Creating plan for: robot1 robot1 nurse1
trials-all-1  | [planner-5] [INFO] [1698536653.266075340] [planner]: a_navto,robot1,Room1
trials-all-1  | [planner-5] [INFO] [1698536653.277256476] [planner]: a_approach_nurse,robot1
trials-all-1  | [planner-5] [INFO] [1698536653.287738603] [planner]: a_authenticate_nurse,robot1,nurse1
trials-all-1  | [planner-5] [INFO] [1698536653.298003728] [planner]: a_open_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698536653.312999910] [planner]: a_deposit,nurse1,robot1
trials-all-1  | [planner-5] [INFO] [1698536653.323122032] [planner]: a_close_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698536653.333437158] [planner]: a_navto,robot1,Room3
trials-all-1  | [planner-5] [INFO] [1698536653.342853272] [planner]: a_approach_arm,robot1,arm1
trials-all-1  | [planner-5] [INFO] [1698536653.352906394] [planner]: a_open_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698536653.361422497] [planner]: a_pick_up_sample,arm1,robot1
trials-all-1  | [planner-5] [INFO] [1698536653.371669621] [planner]: a_close_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698536653.389514838] [planner]: Sending response
trials-all-1  | [coordinator-2] [INFO] [1698536653.658849106] [coordinator]: Plan received for: robot1, nurse1, arm1 
trials-all-1  | [coordinator-2] [INFO] [1698536653.677171328] [coordinator]: a_navto,robot1,Room1/a_approach_nurse,robot1/a_authenticate_nurse,robot1,nurse1/a_open_drawer,robot1/a_deposit,nurse1,robot1/a_close_drawer,robot1/a_navto,robot1,Room3/a_approach_arm,robot1,arm1/a_open_drawer,robot1/a_pick_up_sample,arm1,robot1/a_close_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698536653.681368379] [coordinator]: a_navto,robot1,Room1
trials-all-1  | [coordinator-2] [INFO] [1698536653.685684431] [coordinator]: a_approach_nurse,robot1
trials-all-1  | [coordinator-2] [INFO] [1698536653.702175631] [coordinator]: a_authenticate_nurse,robot1,nurse1
trials-all-1  | [coordinator-2] [INFO] [1698536653.706274681] [coordinator]: a_open_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698536653.723745893] [coordinator]: a_deposit,nurse1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698536653.728982957] [coordinator]: a_close_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698536653.733363010] [coordinator]: a_navto,robot1,Room3
trials-all-1  | [coordinator-2] [INFO] [1698536653.750539218] [coordinator]: a_approach_arm,robot1,arm1
trials-all-1  | [coordinator-2] [INFO] [1698536653.755352277] [coordinator]: a_open_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698536653.759336325] [coordinator]: a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698536653.763013370] [coordinator]: a_close_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698536653.777777549] [coordinator]: Sending plans
trials-all-1  | [nurse-4] [INFO] [1698536653.793248736] [nurse]: Receiving message.
trials-all-1  | [coordinator-2] [INFO] [1698536653.797971794] [coordinator]: Plans sent
trials-all-1  | [arm-1] [INFO] [1698536653.807978915] [arm]: Receiving message.
trials-all-1  | [environment-3] [INFO] [1698536653.810568947] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698536653.813760985] [arm]: Arm's actions:
trials-all-1  | [robot-6] [INFO] [1698536653.818843047] [robot]: Receiving message.
trials-all-1  | [robot-6] [INFO] [1698536653.823882108] [robot]: Robot's actions:
trials-all-1  | [robot-6] [INFO] [1698536653.828506164] [robot]: a_navto
trials-all-1  | [nurse-4] [INFO] [1698536653.828779167] [nurse]: Nurse's actions:
trials-all-1  | [environment-3] [INFO] [1698536653.830456188] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698536653.835654251] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698536653.837570274] [arm]: a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698536653.843251343] [arm]: Action: a_approach_arm
trials-all-1  | [coordinator-2] [INFO] [1698536653.846582383] [coordinator]: Found a problem
trials-all-1  | [nurse-4] [INFO] [1698536653.850491431] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698536653.850956437] [coordinator]: Updating planner state
trials-all-1  | [robot-6] [INFO] [1698536653.854705482] [robot]: Doing a_navto
trials-all-1  | [nurse-4] [INFO] [1698536653.855112487] [nurse]: a_authenticate_nurse
trials-all-1  | [planner-5] [INFO] [1698536653.862511577] [planner]: Receiving sync message. update_state,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698536653.863570590] [arm]: Doing a_approach_arm
trials-all-1  | [nurse-4] [INFO] [1698536653.865620614] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [planner-5] [INFO] [1698536653.866589626] [planner]: door_closed
trials-all-1  | [environment-3] [INFO] [1698536653.876853751] [environment]: Receiving message: a_navto,robot1,Room1
trials-all-1  | [coordinator-2] [INFO] [1698536653.878279768] [coordinator]: Planner state updated
trials-all-1  | [environment-3] [INFO] [1698536653.881721810] [environment]: Action: a_navto
trials-all-1  | [coordinator-2] [INFO] [1698536653.882744822] [coordinator]: Planing
trials-all-1  | [robot-6] [INFO] [1698536653.885277853] [robot]: a_approach_nurse
trials-all-1  | [robot-6] [INFO] [1698536653.889700907] [robot]: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698536653.893645954] [robot]: a_deposit
trials-all-1  | [robot-6] [INFO] [1698536653.897554002] [robot]: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698536653.901458049] [robot]: a_navto
trials-all-1  | [robot-6] [INFO] [1698536653.905867103] [robot]: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698536653.910020153] [robot]: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698536653.914206204] [robot]: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698536653.914400206] [environment]: Responding
trials-all-1  | [coordinator-2] [INFO] [1698536653.917890249] [coordinator]: Creating plan for: robot1, nurse1, arm1 
trials-all-1  | [planner-5] [INFO] [1698536653.927314363] [planner]: Receiving sync message. need_plan,robot1,nurse1,arm1
trials-all-1  | [robot-6] [INFO] [1698536653.930654403] [robot]: a_close_drawer
trials-all-1  | [planner-5] [INFO] [1698536653.935658464] [planner]: Creating plan for: robot1 robot1 nurse1
trials-all-1  | [environment-3] [INFO] [1698536653.937469486] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [planner-5] [INFO] [1698536653.945290581] [planner]: a_navto,robot1,Room1
trials-all-1  | [robot-6] [INFO] [1698536653.948196616] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [planner-5] [INFO] [1698536653.949480632] [planner]: a_approach_nurse,robot1
trials-all-1  | [environment-3] [INFO] [1698536653.953694683] [environment]: Action: a_approach_arm
trials-all-1  | [planner-5] [INFO] [1698536653.953992687] [planner]: a_authenticate_nurse,robot1,nurse1
trials-all-1  | [planner-5] [INFO] [1698536653.958453741] [planner]: a_open_drawer,robot1
trials-all-1  | [robot-6] [INFO] [1698536653.959828757] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698536653.960240762] [environment]: Responding
trials-all-1  | [planner-5] [INFO] [1698536653.966646840] [planner]: a_deposit,nurse1,robot1
trials-all-1  | [planner-5] [INFO] [1698536653.970609888] [planner]: a_close_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698536653.974805939] [planner]: a_open_door,nurse1,Room3
trials-all-1  | [planner-5] [INFO] [1698536653.978662986] [planner]: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698536653.980708011] [arm]: success
trials-all-1  | [planner-5] [INFO] [1698536653.983029039] [planner]: a_approach_arm,robot1,arm1
trials-all-1  | [arm-1] [INFO] [1698536653.985489069] [arm]: Action result: True
trials-all-1  | [planner-5] [INFO] [1698536653.987350091] [planner]: a_open_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698536653.991912147] [planner]: a_pick_up_sample,arm1,robot1
trials-all-1  | [planner-5] [INFO] [1698536653.995619192] [planner]: a_close_drawer,robot1
trials-all-1  | [nurse-4] [INFO] [1698536654.001683265] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698536654.002455275] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698536654.003161283] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698536654.006477323] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698536654.006631325] [robot]: Action result: True
trials-all-1  | [planner-5] [INFO] [1698536654.009923365] [planner]: Sending response
trials-all-1  | [arm-1] [INFO] [1698536654.011355382] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698536654.020177489] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698536654.020918498] [coordinator]: Plan received for: robot1, nurse1, arm1 
trials-all-1  | [robot-6] [INFO] [1698536654.021245502] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536654.025204550] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536654.030318611] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [nurse-4] [INFO] [1698536654.037872703] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536654.038082705] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536654.041377745] [coordinator]: a_navto,robot1,Room1/a_approach_nurse,robot1/a_authenticate_nurse,robot1,nurse1/a_open_drawer,robot1/a_deposit,nurse1,robot1/a_close_drawer,robot1/a_open_door,nurse1,Room3/a_navto,robot1,Room3/a_approach_arm,robot1,arm1/a_open_drawer,robot1/a_pick_up_sample,arm1,robot1/a_close_drawer,robot1
trials-all-1  | [robot-6] [INFO] [1698536654.044281780] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698536654.045369793] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698536654.047865823] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536654.056553928] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698536654.057364938] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536654.061446988] [nurse]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698536654.062138996] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698536654.065247034] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698536654.066807052] [coordinator]: a_navto,robot1,Room1
trials-all-1  | [robot-6] [INFO] [1698536654.069786088] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536654.073531134] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536654.074859150] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698536654.077571182] [coordinator]: plans_actions_current 1 of 11
trials-all-1  | [nurse-4] [INFO] [1698536654.079075201] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698536654.086175286] [coordinator]: a_approach_nurse,robot1
trials-all-1  | [robot-6] [INFO] [1698536654.086680293] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698536654.091308348] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536654.091790354] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698536654.097291421] [robot]: Action: a_approach_nurse
trials-all-1  | [coordinator-2] [INFO] [1698536654.101588473] [coordinator]: a_authenticate_nurse,robot1,nurse1
trials-all-1  | [nurse-4] [INFO] [1698536654.103840500] [nurse]: not ready
trials-all-1  | [arm-1] [INFO] [1698536654.106004526] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698536654.107023538] [coordinator]: a_open_drawer,robot1
trials-all-1  | [robot-6] [INFO] [1698536654.109843572] [robot]: Doing a_approach_nurse
trials-all-1  | [nurse-4] [INFO] [1698536654.110929586] [nurse]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698536654.112884609] [coordinator]: a_deposit,nurse1,robot1
trials-all-1  | [nurse-4] [INFO] [1698536654.115088636] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536654.117669667] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698536654.118517677] [coordinator]: a_close_drawer,robot1
trials-all-1  | [nurse-4] [INFO] [1698536654.122004719] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698536654.127193782] [coordinator]: a_open_door,nurse1,Room3
trials-all-1  | [robot-6] [INFO] [1698536654.127690788] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698536654.130149818] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536654.132247843] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536654.134844875] [coordinator]: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698536654.137621908] [environment]: Receiving message: a_approach_nurse,robot1
trials-all-1  | [robot-6] [INFO] [1698536654.138623920] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536654.143128975] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698536654.150422063] [environment]: Action: a_approach_nurse
trials-all-1  | [nurse-4] [INFO] [1698536654.152184084] [nurse]: not ready
trials-all-1  | [arm-1] [INFO] [1698536654.154736115] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698536654.155152120] [environment]: Responding
trials-all-1  | [nurse-4] [INFO] [1698536654.156175132] [nurse]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698536654.164480233] [coordinator]: a_approach_arm,robot1,arm1
trials-all-1  | [nurse-4] [INFO] [1698536654.164935238] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536654.167934274] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698536654.172361328] [robot]: success
trials-all-1  | [arm-1] [INFO] [1698536654.173404341] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536654.176489378] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698536654.178892407] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698536654.182914455] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698536654.185168483] [coordinator]: Receiving sync message: action_complete,a_approach_nurse
trials-all-1  | [robot-6] [INFO] [1698536654.186378497] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536654.190270544] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698536654.197286629] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [coordinator-2] [INFO] [1698536654.199148652] [coordinator]: a_open_drawer,robot1
trials-all-1  | [robot-6] [INFO] [1698536654.201234677] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536654.201960686] [arm]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536654.210745792] [nurse]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536654.212536813] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698536654.213616826] [arm]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698536654.214584838] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698536654.218366884] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698536654.217468873] [coordinator]: plans_actions_current 2 of 11
trials-all-1  | [arm-1] [INFO] [1698536654.220453909] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698536654.222232931] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698536654.229062013] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698536654.229224015] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698536654.231728045] [coordinator]: a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536654.233378065] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536654.240988157] [coordinator]: a_close_drawer,robot1
trials-all-1  | [nurse-4] [INFO] [1698536654.243928193] [nurse]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698536654.245488212] [coordinator]: Sending plans
trials-all-1  | [robot-6] [INFO] [1698536654.248348246] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698536654.253821312] [nurse]: Receiving message.
trials-all-1  | [nurse-4] [INFO] [1698536654.258345367] [nurse]: Nurse's actions:
trials-all-1  | [coordinator-2] [INFO] [1698536654.260130389] [coordinator]: Plans sent
trials-all-1  | [robot-6] [INFO] [1698536654.262248414] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536654.263956435] [arm]: Receiving message.
trials-all-1  | [robot-6] [INFO] [1698536654.269730505] [robot]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536654.271186522] [arm]: Arm's actions:
trials-all-1  | [robot-6] [INFO] [1698536654.274116558] [robot]: Doing a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698536654.277311596] [nurse]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698536654.279433622] [arm]: a_approach_arm
trials-all-1  | [nurse-4] [INFO] [1698536654.288687734] [nurse]: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698536654.293812796] [nurse]: a_open_door
trials-all-1  | [arm-1] [INFO] [1698536654.288681734] [arm]: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536654.295237813] [robot]: Receiving message.
trials-all-1  | [environment-3] [INFO] [1698536654.298282850] [environment]: Receiving message: monitor
trials-all-1  | [environment-3] [INFO] [1698536654.302932906] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698536654.306685951] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [nurse-4] [INFO] [1698536654.312249018] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698536654.315514058] [robot]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698536654.318700096] [coordinator]: Found a problem
trials-all-1  | [arm-1] [INFO] [1698536654.325130174] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698536654.326056185] [environment]: Receiving message: monitor
trials-all-1  | [nurse-4] [INFO] [1698536654.328563216] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698536654.329554227] [robot]: Robot's actions:
trials-all-1  | [robot-6] [INFO] [1698536654.335252296] [robot]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536654.341440371] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698536654.349108464] [robot]: a_navto
trials-all-1  | [robot-6] [INFO] [1698536654.355534541] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698536654.359244586] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [environment-3] [INFO] [1698536654.349944474] [environment]: Action: monitor
trials-all-1  | [arm-1] [INFO] [1698536654.354425528] [arm]: Action: a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698536654.358277575] [arm]: Doing a_approach_arm
trials-all-1  | [coordinator-2] [INFO] [1698536654.359765593] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698536654.362959631] [robot]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698536654.369738713] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [environment-3] [INFO] [1698536654.374441770] [environment]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698536654.376388793] [robot]: a_approach_nurse
trials-all-1  | [environment-3] [INFO] [1698536654.378491819] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698536654.390100959] [robot]: a_open_drawer
trials-all-1  | [arm-1] [INFO] [1698536654.393345998] [arm]: success
trials-all-1  | [robot-6] [INFO] [1698536654.398465060] [robot]: a_deposit
trials-all-1  | [environment-3] [INFO] [1698536654.404723136] [environment]: Receiving message: monitor
trials-all-1  | [arm-1] [INFO] [1698536654.405535146] [arm]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698536654.413012236] [robot]: a_close_drawer
trials-all-1  | [environment-3] [INFO] [1698536654.418552303] [environment]: Action: monitor
trials-all-1  | [robot-6] [INFO] [1698536654.420578327] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698536654.433079479] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536654.433419483] [robot]: a_navto
trials-all-1  | [coordinator-2] [INFO] [1698536654.435246505] [coordinator]: Found a problem
trials-all-1  | [robot-6] [INFO] [1698536654.437367530] [robot]: a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698536654.437370530] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698536654.443076599] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698536654.451465701] [robot]: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698536654.458108781] [robot]: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698536654.461370820] [environment]: Receiving message: monitor
trials-all-1  | [robot-6] [INFO] [1698536654.465092865] [robot]: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698536654.472035949] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698536654.477212012] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698536654.483992094] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536654.487676138] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536654.485722115] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698536654.491906189] [nurse]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698536654.497259254] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698536654.502415316] [arm]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698536654.504333340] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698536654.507196374] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698536654.511443426] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698536654.515126470] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698536654.521066542] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698536654.526352606] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698536654.537234737] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698536654.541869793] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698536654.545953843] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
