 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-23-51-16-743351-008120750a07-1
trials-all-1  | [planner-5] [INFO] [1698537091.211547827] [planner]: Receiving sync message. need_plan,robot1,nurse1,arm1
trials-all-1  | [planner-5] [INFO] [1698537091.227919598] [planner]: Creating plan for: robot1 robot1 nurse1
trials-all-1  | [planner-5] [INFO] [1698537091.258625044] [planner]: a_navto,robot1,Room1
trials-all-1  | [planner-5] [INFO] [1698537091.279474026] [planner]: a_approach_nurse,robot1
trials-all-1  | [planner-5] [INFO] [1698537091.298881940] [planner]: a_authenticate_nurse,robot1,nurse1
trials-all-1  | [planner-5] [INFO] [1698537091.307288336] [planner]: a_open_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698537091.321678013] [planner]: a_deposit,nurse1,robot1
trials-all-1  | [planner-5] [INFO] [1698537091.336627717] [planner]: a_close_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698537091.357685709] [planner]: a_navto,robot1,Room3
trials-all-1  | [planner-5] [INFO] [1698537091.365093058] [planner]: a_approach_arm,robot1,arm1
trials-all-1  | [planner-5] [INFO] [1698537091.372576410] [planner]: a_open_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698537091.391948322] [planner]: a_pick_up_sample,arm1,robot1
trials-all-1  | [planner-5] [INFO] [1698537091.399098659] [planner]: a_close_drawer,robot1
trials-all-1  | [planner-5] [INFO] [1698537091.406563010] [planner]: Sending response
trials-all-1  | [coordinator-2] [INFO] [1698537091.429471089] [coordinator]: Plan received for: robot1, nurse1, arm1 
trials-all-1  | [coordinator-2] [INFO] [1698537091.434206312] [coordinator]: a_navto,robot1,Room1/a_approach_nurse,robot1/a_authenticate_nurse,robot1,nurse1/a_open_drawer,robot1/a_deposit,nurse1,robot1/a_close_drawer,robot1/a_navto,robot1,Room3/a_approach_arm,robot1,arm1/a_open_drawer,robot1/a_pick_up_sample,arm1,robot1/a_close_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698537091.452818189] [coordinator]: a_navto,robot1,Room1
trials-all-1  | [coordinator-2] [INFO] [1698537091.458198442] [coordinator]: a_approach_nurse,robot1
trials-all-1  | [coordinator-2] [INFO] [1698537091.471498068] [coordinator]: a_authenticate_nurse,robot1,nurse1
trials-all-1  | [coordinator-2] [INFO] [1698537091.476261292] [coordinator]: a_open_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698537091.494270140] [coordinator]: a_deposit,nurse1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698537091.498536341] [coordinator]: a_close_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698537091.502666536] [coordinator]: a_navto,robot1,Room3
trials-all-1  | [coordinator-2] [INFO] [1698537091.519573332] [coordinator]: a_approach_arm,robot1,arm1
trials-all-1  | [coordinator-2] [INFO] [1698537091.524102545] [coordinator]: a_open_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698537091.527828721] [coordinator]: a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698537091.538781236] [coordinator]: a_close_drawer,robot1
trials-all-1  | [coordinator-2] [INFO] [1698537091.542806426] [coordinator]: Sending plans
trials-all-1  | [coordinator-2] [INFO] [1698537091.570633736] [coordinator]: Plans sent
trials-all-1  | [robot-6] [INFO] [1698537091.582145278] [robot]: Receiving message.
trials-all-1  | [nurse-4] [INFO] [1698537091.585220423] [nurse]: Receiving message.
trials-all-1  | [robot-6] [INFO] [1698537091.593985836] [robot]: Robot's actions:
trials-all-1  | [robot-6] [INFO] [1698537091.602167221] [robot]: a_navto
trials-all-1  | [arm-1] [INFO] [1698537091.602251225] [arm]: Receiving message.
trials-all-1  | [robot-6] [INFO] [1698537091.614660809] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698537091.619209024] [robot]: Doing a_navto
trials-all-1  | [nurse-4] [INFO] [1698537091.618539992] [nurse]: Nurse's actions:
trials-all-1  | [nurse-4] [INFO] [1698537091.623021203] [nurse]: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698537091.628992484] [nurse]: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698537091.640466025] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698537091.645266251] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698537091.629869526] [arm]: Arm's actions:
trials-all-1  | [arm-1] [INFO] [1698537091.633980719] [arm]: a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698537091.640054005] [arm]: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537091.645806276] [arm]: Action: a_approach_arm
trials-all-1  | [arm-1] [INFO] [1698537091.649813465] [arm]: Doing a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698537091.632079630] [robot]: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698537091.638488931] [robot]: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698537091.642618126] [robot]: a_deposit
trials-all-1  | [robot-6] [INFO] [1698537091.646619314] [robot]: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698537091.650182482] [robot]: a_navto
trials-all-1  | [robot-6] [INFO] [1698537091.654002662] [robot]: a_approach_arm
trials-all-1  | [environment-3] [INFO] [1698537091.642847137] [environment]: Receiving message: a_navto,robot1,Room1
trials-all-1  | [robot-6] [INFO] [1698537091.657543829] [robot]: a_open_drawer
trials-all-1  | [environment-3] [INFO] [1698537091.664035134] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698537091.669499392] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698537091.670535440] [robot]: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537091.680965932] [robot]: a_close_drawer
trials-all-1  | [environment-3] [INFO] [1698537091.692517476] [environment]: Receiving message: a_approach_arm,robot1,arm1
trials-all-1  | [robot-6] [INFO] [1698537091.701638905] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [environment-3] [INFO] [1698537091.706820149] [environment]: Action: a_approach_arm
trials-all-1  | [robot-6] [INFO] [1698537091.709558278] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698537091.719067726] [robot]: success
trials-all-1  | [environment-3] [INFO] [1698537091.717160636] [environment]: Responding
trials-all-1  | [nurse-4] [INFO] [1698537091.721700850] [nurse]: not ready
trials-all-1  | [arm-1] [INFO] [1698537091.732268347] [arm]: success
trials-all-1  | [nurse-4] [INFO] [1698537091.743639883] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698537091.748851128] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698537091.753027325] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698537091.754374388] [arm]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698537091.748442109] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698537091.767463005] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698537091.774268325] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698537091.763546820] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537091.769809115] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698537091.771911214] [coordinator]: Receiving sync message: action_complete,a_navto
trials-all-1  | [coordinator-2] [INFO] [1698537091.778132507] [coordinator]: action_complete
trials-all-1  | [nurse-4] [INFO] [1698537091.797252407] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698537091.801434604] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537091.799105495] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537091.802989678] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537091.806236830] [coordinator]: plans_actions_current 1 of 11
trials-all-1  | [arm-1] [INFO] [1698537091.817928381] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537091.821636556] [arm]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698537091.819368449] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698537091.823445641] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698537091.829696935] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537091.836362249] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698537091.841570494] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537091.850178900] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698537091.858881309] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698537091.862664488] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698537091.869726820] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698537091.874196031] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698537091.859522340] [robot]: Action: a_approach_nurse
trials-all-1  | [robot-6] [INFO] [1698537091.863186512] [robot]: Doing a_approach_nurse
trials-all-1  | [robot-6] [INFO] [1698537091.871299894] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537091.875917112] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698537091.876712149] [environment]: Receiving message: a_approach_nurse,robot1
trials-all-1  | [environment-3] [INFO] [1698537091.881171359] [environment]: Action: a_approach_nurse
trials-all-1  | [arm-1] [INFO] [1698537091.885637569] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537091.890629804] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537091.894841003] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698537091.896666089] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698537091.908233633] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698537091.914203914] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537091.915473974] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698537091.924781413] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698537091.928940608] [robot]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698537091.924071379] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698537091.928809602] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537091.935403913] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537091.939104087] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698537091.938531060] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [coordinator-2] [INFO] [1698537091.942183232] [coordinator]: Receiving sync message: action_complete,a_approach_nurse
trials-all-1  | [coordinator-2] [INFO] [1698537091.946845452] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698537091.953043743] [coordinator]: plans_actions_current 2 of 11
trials-all-1  | [nurse-4] [INFO] [1698537091.951538673] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698537091.952798732] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537091.957733964] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537091.962455187] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537091.969313510] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [robot-6] [INFO] [1698537091.973672715] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698537091.978303933] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698537091.987668374] [nurse]: not ready
trials-all-1  | [nurse-4] [INFO] [1698537091.991429551] [nurse]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698537092.001819040] [nurse]: Action: a_authenticate_nurse
trials-all-1  | [nurse-4] [INFO] [1698537092.005551216] [nurse]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698537091.988532414] [robot]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698537091.991978577] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698537091.997067816] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [robot-6] [INFO] [1698537092.001511026] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537092.009125384] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.013447587] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.022585016] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698537092.029076321] [robot]: Action: a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698537092.034427572] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698537092.042113933] [robot]: Receiving sync message. a_authenticate_nurse,robot1,nurse1
trials-all-1  | [arm-1] [INFO] [1698537092.044226032] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537092.048461231] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537092.052859438] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.060350790] [robot]: wating for nurse1 to authenticate to robot1
trials-all-1  | [robot-6] [INFO] [1698537092.065720042] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537092.069955241] [robot]: Authenticate nurse
trials-all-1  | [robot-6] [INFO] [1698537092.080002713] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.083645884] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698537092.080063716] [nurse]: success
trials-all-1  | [nurse-4] [INFO] [1698537092.083972900] [nurse]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698537092.092360294] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.096714498] [arm]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698537092.104189849] [nurse]: Action: a_deposit
trials-all-1  | [robot-6] [INFO] [1698537092.105051890] [robot]: Action: a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698537092.108271041] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537092.112457238] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.117819489] [robot]: Doing a_authenticate_nurse
trials-all-1  | [robot-6] [INFO] [1698537092.122211696] [robot]: Action result: True
trials-all-1  | [nurse-4] [INFO] [1698537092.126847914] [nurse]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698537092.130535087] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.135080300] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537092.139385502] [coordinator]: Receiving sync message: action_complete,a_authenticate_nurse
trials-all-1  | [arm-1] [INFO] [1698537092.144852759] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537092.145143773] [coordinator]: action_complete
trials-all-1  | [arm-1] [INFO] [1698537092.149276967] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698537092.150246013] [coordinator]: plans_actions_current 3 of 11
trials-all-1  | [robot-6] [INFO] [1698537092.158555403] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [arm-1] [INFO] [1698537092.165701739] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537092.169654924] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.170507964] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698537092.177799307] [robot]: Action: a_open_drawer
trials-all-1  | [robot-6] [INFO] [1698537092.182644535] [robot]: Doing a_open_drawer
trials-all-1  | [nurse-4] [INFO] [1698537092.182637534] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698537092.188039788] [robot]: success
trials-all-1  | [nurse-4] [INFO] [1698537092.195180123] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537092.199458324] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.203879532] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.213532986] [arm]: not ready
trials-all-1  | [nurse-4] [INFO] [1698537092.216843141] [nurse]: Action: a_deposit
trials-all-1  | [arm-1] [INFO] [1698537092.218578223] [arm]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698537092.222408402] [nurse]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698537092.226824610] [robot]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698537092.235286007] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.239426202] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537092.240638259] [coordinator]: Receiving sync message: action_complete,a_open_drawer
trials-all-1  | [arm-1] [INFO] [1698537092.241763312] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537092.246330526] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698537092.246928554] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698537092.259679153] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [nurse-4] [INFO] [1698537092.260842208] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698537092.263865350] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.273357796] [arm]: not ready
trials-all-1  | [nurse-4] [INFO] [1698537092.278390032] [nurse]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537092.280243119] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537092.284245307] [arm]: Action: a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698537092.289501554] [nurse]: Action: a_deposit
trials-all-1  | [arm-1] [INFO] [1698537092.290683610] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698537092.295452834] [coordinator]: plans_actions_current 4 of 11
trials-all-1  | [robot-6] [INFO] [1698537092.298610982] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.302385159] [robot]: not ready
trials-all-1  | [nurse-4] [INFO] [1698537092.309778507] [nurse]: Doing a_deposit
trials-all-1  | [arm-1] [INFO] [1698537092.313464680] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698537092.325813260] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.331246515] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.326729303] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537092.331021504] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537092.335356708] [arm]: Doing a_pick_up_sample
trials-all-1  | [nurse-4] [INFO] [1698537092.351010443] [nurse]: not ready
trials-all-1  | [robot-6] [INFO] [1698537092.353231548] [robot]: Action: a_deposit
trials-all-1  | [nurse-4] [INFO] [1698537092.358957817] [nurse]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537092.372626459] [robot]: Doing a_deposit
trials-all-1  | [nurse-4] [INFO] [1698537092.372997476] [nurse]: Action: a_deposit
trials-all-1  | [robot-6] [INFO] [1698537092.381786889] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.386971133] [robot]: wating for nurse1 to deposit in robot1
trials-all-1  | [nurse-4] [INFO] [1698537092.388526206] [nurse]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698537092.393335432] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698537092.401549817] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537092.405598008] [robot]: Action: a_deposit
trials-all-1  | [robot-6] [INFO] [1698537092.409431188] [robot]: Doing a_deposit
trials-all-1  | [arm-1] [INFO] [1698537092.402589866] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.407377091] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537092.410817253] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537092.414512426] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.418109595] [robot]: Receiving sync message. a_deposit,nurse1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.423474847] [robot]: Deposit
trials-all-1  | [robot-6] [INFO] [1698537092.427026014] [robot]: wating for nurse1 to deposit in robot1
trials-all-1  | [nurse-4] [INFO] [1698537092.435870430] [nurse]: success
trials-all-1  | [robot-6] [INFO] [1698537092.439861617] [robot]: Action result: False
trials-all-1  | [nurse-4] [INFO] [1698537092.444576839] [nurse]: Action result: True
trials-all-1  | [robot-6] [INFO] [1698537092.446242917] [robot]: Action: a_deposit
trials-all-1  | [robot-6] [INFO] [1698537092.450255105] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.454990328] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.464716785] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.468290953] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698537092.465030799] [robot]: Doing a_deposit
trials-all-1  | [robot-6] [INFO] [1698537092.468970985] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698537092.479496479] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698537092.484817729] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698537092.485521762] [coordinator]: Receiving sync message: action_complete,a_deposit
trials-all-1  | [coordinator-2] [INFO] [1698537092.490771009] [coordinator]: action_complete
trials-all-1  | [robot-6] [INFO] [1698537092.498549374] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698537092.502902578] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537092.510124918] [coordinator]: plans_actions_current 5 of 11
trials-all-1  | [arm-1] [INFO] [1698537092.524310584] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.527776747] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698537092.531606927] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.526432684] [robot]: Action: a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698537092.530405870] [robot]: Doing a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698537092.535176094] [robot]: success
trials-all-1  | [robot-6] [INFO] [1698537092.541433388] [robot]: Action result: True
trials-all-1  | [arm-1] [INFO] [1698537092.544930553] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698537092.556329088] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698537092.557902162] [coordinator]: Receiving sync message: action_complete,a_close_drawer
trials-all-1  | [robot-6] [INFO] [1698537092.560619290] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698537092.575697998] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698537092.577755095] [coordinator]: action_complete
trials-all-1  | [coordinator-2] [INFO] [1698537092.583321356] [coordinator]: plans_actions_current 6 of 11
trials-all-1  | [arm-1] [INFO] [1698537092.593630840] [arm]: Action result: False
